"","player_id","birth_date","first_name","height","last_name","name","position_abbreviation","salary","slug","playing_position_id","team_id"
"5365","92e9ee0b-dde5-4685-b18d-366b6a1e7f59","1993-10-09","George",76,"Kittle","George Kittle","TE",NA,"nfl-george-kittle",NA,"62b050a0-42c8-4cdd-aaaf-1ee5bbb01bf3"
"5367","42fd89f0-db30-42c5-b586-cf215759bf04","1995-01-03","DeShone",76,"Kizer","DeShone Kizer","QB",NA,"nfl-deshone-kizer",NA,"ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"5372","4392c6eb-34d2-4f7f-a2ae-8ff2b16d02df","1977-01-31","Jim",75,"Kleinsasser","Jim Kleinsasser","TE",NA,"nfl-jim-kleinsasser","05da6032-e719-4daf-8e6a-95a440e448ea","273bc0eb-8984-4474-bbc8-5cce491aa662"
"5384","63291a0e-a608-4c55-912b-d791c64225cb","1993-10-03","Trevor",73,"Knight","Trevor Knight","QB",NA,"nfl-trevor-knight",NA,"77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"5390","e3d11c90-83ad-4e18-897f-4b029e141408","1986-11-03","Johnny",72,"Knox","Johnny Knox","WR",NA,"nfl-johnny-knox","4934c69f-7843-4bab-97e8-8dc941a2a226","009ff336-845b-411b-8ee5-9b3089e99398"
"5399","0c93f5a4-568b-4493-b42f-0d9f2e4242ee","1984-08-24","Kevin",75,"Kolb","Kevin Kolb","QB",NA,"nfl-kevin-kolb","bca0ee16-51ba-4a18-9b2b-57412b101677","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"5420","82af3766-bd99-4caa-ac22-70856e64eec3","1993-04-09","Ben",77,"Koyack","Ben Koyack","TE",0,"nfl-ben-koyack","05da6032-e719-4daf-8e6a-95a440e448ea","0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"5426","49e8af7b-0bea-4b4a-8723-504ffde3eea7","1979-12-13","Matt",79,"Kranchick","Matt Kranchick","TE",NA,"nfl-matt-kranchick","05da6032-e719-4daf-8e6a-95a440e448ea","5546974d-27c2-4d93-a63e-d8320952e871"
"5428","47f71368-56a4-4925-b47c-aa2fecf7a373","1992-01-18","Jonathan",71,"Krause","Jonathan Krause","WR",0,"nfl-jonathan-krause","4934c69f-7843-4bab-97e8-8dc941a2a226","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"5430","f6536246-e561-4a59-9ab3-338af98c61c1","1977-03-11","Dan",71,"Kreider","Dan Kreider","RB",NA,"nfl-dan-kreider","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"5433","08e32934-38e2-4587-8c18-c9087bce10c0","1992-06-12","Henry",76,"Krieger Coble","Henry Krieger-Coble","TE",NA,"nfl-henry-krieger-coble","05da6032-e719-4daf-8e6a-95a440e448ea","557d1013-6b50-4998-885b-d121af071867"
"5435","ba4760f6-56b5-42b8-9de6-bf64c56062e3","1992-10-15","Tyler",78,"Kroft","Tyler Kroft","TE",596944,"nfl-tyler-kroft","05da6032-e719-4daf-8e6a-95a440e448ea","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"5450","92c818be-f741-489b-8e46-4b89cf85e676",NA,"Scott",77,"Kuhn","Scott Kuhn","TE",NA,"nfl-scott-kuhn","05da6032-e719-4daf-8e6a-95a440e448ea","15cdbc22-7b1e-4012-a731-987ca52e3c05"
"5452","45bde0ec-76ac-4aef-a104-7d8e2ca392ec","1992-02-17","Jake",76,"Kumerow","Jake Kumerow","WR",0,"nfl-jake-kumerow","4934c69f-7843-4bab-97e8-8dc941a2a226","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"5455","5ac52441-1473-43fe-93eb-e1ad7eb0616e","1993-06-15","Cooper",74,"Kupp","Cooper Kupp","WR",NA,"nfl-cooper-kupp",NA,"3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"5468","37758b81-7819-4309-aa5c-8c3565c753a1","1992-09-21","Matt",77,"LaCosse","Matt LaCosse","TE",0,"nfl-matt-lacosse","05da6032-e719-4daf-8e6a-95a440e448ea","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"5470","c1ae99b1-d2f0-4aa9-ac22-5a084272bcf2","1990-06-02","Eddie",71,"Lacy","Eddie Lacy","RB",925203,"nfl-eddie-lacy","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"5475","869a3554-0711-453e-b022-d8d39240dd42","1986-11-04","Brandon",75,"LaFell","Brandon LaFell","WR",3500000,"nfl-brandon-lafell","4934c69f-7843-4bab-97e8-8dc941a2a226","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"5493","496ada99-966b-4a5b-91b1-4ef2c8bdb916","1993-06-11","Jake",72,"Lampman","Jake Lampman","WR",NA,"nfl-jake-lampman","4934c69f-7843-4bab-97e8-8dc941a2a226","a192531d-e60c-4256-8220-f3538dd8b020"
"5503","d82f51e6-6cb8-440c-b7b4-7a76d33ba1f8","1992-11-28","Jarvis",71,"Landry","Jarvis Landry","WR",789753,"nfl-jarvis-landry","4934c69f-7843-4bab-97e8-8dc941a2a226","49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"5507","267b31fb-fe60-469b-b645-1c470b41bdd0","1996-03-09","Jerome",75,"Lane","Jerome Lane","WR",NA,"nfl-jerome-lane",NA,"47b8904b-4d56-481a-ab06-6e56dfe59f78"
"5510","c1c1b4df-6751-4780-b526-58d15404eba4",NA,"Cedrick",81,"Lang","Cedrick Lang","TE",NA,"nfl-cedrick-lang","05da6032-e719-4daf-8e6a-95a440e448ea","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"5512","ebbb0725-0b84-463b-b74f-20484b04505f","1992-05-24","Paul",77,"Lang","Paul Lang","TE",NA,"nfl-paul-lang","05da6032-e719-4daf-8e6a-95a440e448ea","e5796fc5-4c5e-486d-a76d-5879fd2f5117"
"5514","32885f55-6f72-4541-819a-736b61b6587c","1991-12-06","Jeremy",72,"Langford","Jeremy Langford","RB",570906,"nfl-jeremy-langford","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","009ff336-845b-411b-8ee5-9b3089e99398"
"5535","182cc79e-a6b6-4171-8f45-bd1f498d6358","1992-10-09","Daniel",73,"Lasco","Daniel Lasco","RB",NA,"nfl-daniel-lasco","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","a192531d-e60c-4256-8220-f3538dd8b020"
"5544","de321a49-f4fc-4db8-8590-6368da08777d","1992-10-10","Cody",74,"Latimer","Cody Latimer","WR",842875,"nfl-cody-latimer","4934c69f-7843-4bab-97e8-8dc941a2a226","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"5562","0fed30b5-5758-4b77-8eed-a2680930da18","1994-06-25","Kenny",74,"Lawler","Kenny Lawler","WR",NA,"nfl-kenny-lawler","4934c69f-7843-4bab-97e8-8dc941a2a226","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"5566","61c305e1-abfb-4513-937b-ea4041537590","1994-11-30","Desmond",73,"Lawrence","Desmond Lawrence","WR",0,"nfl-desmond-lawrence","4934c69f-7843-4bab-97e8-8dc941a2a226","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"5571","360c88e8-36dd-4d87-bf6e-282b9e2261a8","1985-05-05","Matt",73,"Lawrence","Matt Lawrence","RB",NA,"nfl-matt-lawrence","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","15cdbc22-7b1e-4012-a731-987ca52e3c05"
"5573","e0f7acc7-d841-4907-bf83-04fdfc53863f","1992-06-10","Rashad",74,"Lawrence","Rashad Lawrence","WR",0,"nfl-rashad-lawrence","4934c69f-7843-4bab-97e8-8dc941a2a226","49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"5580","dc40b512-43f3-444c-b3a0-c7ce2738e886","1990-02-17","Javone",73,"Lawson","Javone Lawson","WR",NA,"nfl-javone-lawson","4934c69f-7843-4bab-97e8-8dc941a2a226","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"5590","773f7b74-2833-496d-ae5d-5b1febac6d0a","1992-11-19","Marcus",72,"Leak","Marcus Leak","WR",NA,"nfl-marcus-leak","4934c69f-7843-4bab-97e8-8dc941a2a226","545d6178-62b4-4e6e-a118-60e4f66d257d"
"5612","6ebc1796-db10-4564-986c-04f1700ff0b7","1993-06-29","Jay",75,"Lee","Jay Lee","WR",NA,"nfl-jay-lee","4934c69f-7843-4bab-97e8-8dc941a2a226","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"5613","6c529041-d10b-4fe1-a4a8-05707a804533","1992-01-16","Khari",76,"Lee","Khari Lee","TE",435000,"nfl-khari-lee","05da6032-e719-4daf-8e6a-95a440e448ea","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"5614","2192b065-a80d-452f-87ec-24c9db32e842","1991-11-25","Marqise",72,"Lee","Marqise Lee","WR",1175914,"nfl-marqise-lee","4934c69f-7843-4bab-97e8-8dc941a2a226","0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"5625","3fab073c-c7ee-4d2d-81d8-84577110a9f4","1987-03-19","Dan",75,"LeFevour","Dan LeFevour","QB",NA,"nfl-dan-lefevour","bca0ee16-51ba-4a18-9b2b-57412b101677","0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"5628","6ff509bb-bcc2-4e23-a59e-bbb870e0bf69","1981-06-07","Stefan",72,"LeFors","Stefan LeFors","QB",NA,"nfl-stefan-lefors","bca0ee16-51ba-4a18-9b2b-57412b101677","767f5024-184b-434b-9e52-90bb4375ca84"
"5629","7e2f45a8-6c8e-40d0-ae0a-b6ab225e5b3c","1980-01-14","Byron",77,"Leftwich","Byron Leftwich","QB",NA,"nfl-byron-leftwich","bca0ee16-51ba-4a18-9b2b-57412b101677","e5796fc5-4c5e-486d-a76d-5879fd2f5117"
"5630","a1372e0f-5797-4718-b966-4eda8dc63680","1995-01-31","Jordan",77,"Leggett","Jordan Leggett","TE",NA,"nfl-jordan-leggett",NA,"8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"5641","bbc88690-f8d9-4c17-ae60-b0dbcedaa95d","1983-05-11","Matt",77,"Leinart","Matt Leinart","QB",NA,"nfl-matt-leinart","bca0ee16-51ba-4a18-9b2b-57412b101677","545d6178-62b4-4e6e-a118-60e4f66d257d"
"5644","9ddfaf0a-2b7d-4434-a05a-6d96236e4176","1980-02-16","Ashley",75,"Lelie","Ashley Lelie","WR",NA,"nfl-ashley-lelie","4934c69f-7843-4bab-97e8-8dc941a2a226","bf836ba5-77d0-4125-aa8a-ab785705eb29"
"5655","13e36bf1-811a-4592-826d-25cfecec5a96","1990-12-27","Matt",79,"Lengel","Matt Lengel","TE",0,"nfl-matt-lengel","05da6032-e719-4daf-8e6a-95a440e448ea","5546974d-27c2-4d93-a63e-d8320952e871"
"5657","be84a145-bcab-466b-a50e-c9002f1fefcd","1995-02-09","Lance",72,"Lenoir","Lance Lenoir","WR",NA,"nfl-lance-lenoir",NA,"d61f132b-29f6-4140-847b-efb50ea9ccba"
"5659","42d19345-a163-4f0e-94ea-cecd7acfff17","1990-09-22","Josh",72,"Lentz","Josh Lentz","WR",NA,"nfl-josh-lentz","4934c69f-7843-4bab-97e8-8dc941a2a226","545d6178-62b4-4e6e-a118-60e4f66d257d"
"5661","5e56c11d-80c4-4660-9037-d2ce61a5657b","1990-09-22","Josh",72,"Lenz","Josh Lenz","WR",0,"nfl-josh-lenz","4934c69f-7843-4bab-97e8-8dc941a2a226","545d6178-62b4-4e6e-a118-60e4f66d257d"
"5670","2d3e6984-eb12-4d7e-bd50-7a47007c89f4","1990-04-02","Brian",77,"Leonhardt","Brian Leonhardt","TE",0,"nfl-brian-leonhardt","05da6032-e719-4daf-8e6a-95a440e448ea","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"5675","26bb9c4a-47f0-41aa-93c3-aafa6a0c758b","1991-10-31","Jordan",73,"Leslie","Jordan Leslie","WR",0,"nfl-jordan-leslie","4934c69f-7843-4bab-97e8-8dc941a2a226","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"5698","d2397da2-3d16-4bc1-9541-e6597a8e70a5","1992-12-05","Dezmin",76,"Lewis","Dezmin Lewis","WR",0,"nfl-dezmin-lewis","4934c69f-7843-4bab-97e8-8dc941a2a226","50990622-f5d7-4597-b9b3-c73c9be32af2"
"5699","5b9298c6-2b29-4558-bd8e-cad351f0230b","1990-09-27","Dion",68,"Lewis","Dion Lewis","RB",585000,"nfl-dion-lewis","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","5546974d-27c2-4d93-a63e-d8320952e871"
"5700","8c238897-5169-4599-acc9-5e2904859b7e","1980-02-12","Greg",72,"Lewis","Greg Lewis","WR",NA,"nfl-greg-lewis","4934c69f-7843-4bab-97e8-8dc941a2a226","273bc0eb-8984-4474-bbc8-5cce491aa662"
"5702","cd56622d-492b-4a81-be9b-7b1e2151cab8","1979-08-29","Jamal",71,"Lewis","Jamal Lewis","RB",NA,"nfl-jamal-lewis","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"5717","f4a1e5de-4123-4503-97cb-4449ff417bf4","1984-05-19","Marcedes",78,"Lewis","Marcedes Lewis","TE",3850000,"nfl-marcedes-lewis","05da6032-e719-4daf-8e6a-95a440e448ea","0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"5728","e70490d7-9cf1-475f-8ab3-a0a8729c370d","1993-11-27","Roger",72,"Lewis","Roger Lewis","WR",NA,"nfl-roger-lewis","4934c69f-7843-4bab-97e8-8dc941a2a226","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"5732","7ae0270e-54c2-4897-8308-39c69f1e6269","1987-11-19","Thad",74,"Lewis","Thad Lewis","QB",0,"nfl-thaddeus-lewis","bca0ee16-51ba-4a18-9b2b-57412b101677","15cdbc22-7b1e-4012-a731-987ca52e3c05"
"5733","e93cb7df-4017-4ab7-b064-583f3cb5bb33","1992-10-24","Tommylee",67,"Lewis","Tommylee Lewis","WR",NA,"nfl-tommylee-lewis","4934c69f-7843-4bab-97e8-8dc941a2a226","a192531d-e60c-4256-8220-f3538dd8b020"
"5740","f6c2a53b-de28-4c5c-9058-ae975e520573",NA,"Joe",74,"Licata","Joe Licata","QB",NA,"nfl-joe-licata","bca0ee16-51ba-4a18-9b2b-57412b101677","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"5744","4f3bef8d-358d-4938-8bc2-da6b45b636eb",NA,"Justice",73,"Liggins","Justice Liggins","WR",NA,"nfl-justice-liggins",NA,"557d1013-6b50-4998-885b-d121af071867"
"5769","612f913b-40b2-43e0-bd23-6313e235a622","1994-01-25","Kolby",73,"Listenbee","Kolby Listenbee","WR",NA,"nfl-kolby-listenbee","4934c69f-7843-4bab-97e8-8dc941a2a226","50990622-f5d7-4597-b9b3-c73c9be32af2"
"5772","021ff876-88d8-4765-a7fd-2e13c0ee7ba4","1989-05-30","Greg",74,"Little","Greg Little","WR",585000,"nfl-greg-little","4934c69f-7843-4bab-97e8-8dc941a2a226","50990622-f5d7-4597-b9b3-c73c9be32af2"
"5774","0695673e-9a6f-4af6-ad8d-4604dc5cb661","1986-09-23","Rafael",70,"Little","Rafael Little","RB",NA,"nfl-rafael-little","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"5777","f2c699fc-366d-4d92-8552-c46af4600365","1994-10-29","Sefo",75,"Liufau","Sefo Liufau","QB",NA,"nfl-sefo-liufau",NA,"0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"5782","103bfd5b-a7c2-425c-a515-39e3288bf1ac",NA,"De'Mard",70,"Llorens","De'Mard Llorens","RB",NA,"nfl-de-mard-llorens",NA,"3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"5783","14c135ea-caac-4203-9b32-57f47fa1aaa7","1981-07-05","Brandon",72,"Lloyd","Brandon Lloyd","WR",NA,"nfl-brandon-lloyd","4934c69f-7843-4bab-97e8-8dc941a2a226","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"5794","426d4de4-dc6c-4d6d-90c3-5788390e1a13","1988-06-15","Jake",75,"Locker","Jake Locker","QB",NA,"nfl-jake-locker","bca0ee16-51ba-4a18-9b2b-57412b101677","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"5797","60aef282-e027-473d-95fd-271157bb281e","1992-09-28","Tyler",70,"Lockett","Tyler Lockett","WR",631687,"nfl-tyler-lockett","4934c69f-7843-4bab-97e8-8dc941a2a226","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"5798","477dfbe5-3053-49f2-821b-5c1edccbaa6c","1986-05-21","Ricardo",74,"Lockette","Ricardo Lockette","WR",660000,"nfl-ricardo-lockette","4934c69f-7843-4bab-97e8-8dc941a2a226","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"5808","7ffe0418-445a-4e5d-94d0-1d0c61510220","1981-06-02","Stefan",66,"Logan","Stefan Logan","WR",NA,"nfl-stefan-logan","4934c69f-7843-4bab-97e8-8dc941a2a226","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"5809","af23b8c6-d4be-448a-a747-f8699319e502","1994-09-03","T.J.",70,"Logan","T.J. Logan","RB",NA,"nfl-t-j-logan",NA,"77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"5820","607c5f9c-1c74-46eb-927b-b7b47f10a269",NA,"Deon",72,"Long","Deon Long","WR",0,"nfl-deon-long","4934c69f-7843-4bab-97e8-8dc941a2a226","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"5851","8a37136e-c75e-43cf-8600-f53f61af4770","1981-03-12","J.P.",74,"Losman","J.P. Losman","QB",NA,"nfl-j-p-losman","bca0ee16-51ba-4a18-9b2b-57412b101677","49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"5863","7e31de18-2b47-4346-8847-a33a182fd14c","1994-03-23","Ricardo",74,"Louis","Ricardo Louis","WR",NA,"nfl-ricardo-louis","4934c69f-7843-4bab-97e8-8dc941a2a226","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"5886","56c6a7f3-b705-42ba-841b-1c7996ff0cea","1995-04-10","Keevan",70,"Lucas","Keevan Lucas","WR",NA,"nfl-keevan-lucas",NA,"9990f062-0d8d-4dbf-82cc-73f3d5dfe532"
"5888","4bb5c7a6-ddae-4173-8b95-48579537fe63","1992-03-01","Marcus",76,"Lucas","Marcus Lucas","TE",0,"nfl-marcus-lucas","05da6032-e719-4daf-8e6a-95a440e448ea","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"5892","dd1dba65-2b83-4e4e-94a1-b2057407582c","1993-06-26","Devin",74,"Lucien","Devin Lucien","WR",NA,"nfl-devin-lucien","4934c69f-7843-4bab-97e8-8dc941a2a226","5546974d-27c2-4d93-a63e-d8320952e871"
"5893","9c3f02b2-2c2d-49c6-8bc5-d186be99c028","1989-09-12","Andrew",76,"Luck","Andrew Luck","QB",7034363,"nfl-andrew-luck","bca0ee16-51ba-4a18-9b2b-57412b101677","557d1013-6b50-4998-885b-d121af071867"
"5913","42b3ed92-ff9c-4884-ab0c-18ce80ef48f6","1993-10-07","Wes",77,"Lunt","Wes Lunt","QB",NA,"nfl-wes-lunt",NA,"273bc0eb-8984-4474-bbc8-5cce491aa662"
"5929","7cd3c1c5-0d1f-4800-9b3b-97bbb9dd8b32","1990-06-17","Arthur",77,"Lynch","Arthur Lynch","TE",0,"nfl-arthur-lynch","05da6032-e719-4daf-8e6a-95a440e448ea","c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"5935","f06df172-91ba-48c7-a19f-a3a0efa9ba87","1986-04-22","Marshawn",71,"Lynch","Marshawn Lynch","RB",8500000,"nfl-marshawn-lynch","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","bf836ba5-77d0-4125-aa8a-ab785705eb29"
"5936","f08ada50-8bc9-49ab-a6f4-bf290bd3373e","1994-02-12","Paxton",79,"Lynch","Paxton Lynch","QB",NA,"nfl-paxton-lynch","bca0ee16-51ba-4a18-9b2b-57412b101677","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"5945","879e55aa-5fbf-4c51-a7ee-4a3031799399","1993-10-02","KeVonn",73,"Mabon","KeVonn Mabon","WR",NA,"nfl-kevonn-mabon",NA,"a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"5952","bd062830-6140-448a-bb8c-bddd79873e05",NA,"Marlon",72,"Mack","Marlon Mack","RB",NA,"nfl-marlon-mack",NA,"557d1013-6b50-4998-885b-d121af071867"
"5957","3f2da725-1682-4803-9f71-246d554f48f7","1988-05-11","Jeremy",72,"Maclin","Jeremy Maclin","WR",3400000,"nfl-jeremy-maclin","4934c69f-7843-4bab-97e8-8dc941a2a226","15cdbc22-7b1e-4012-a731-987ca52e3c05"
"5959","51f473ce-c71c-4ef2-b5f7-58f65f78191c","1993-09-08","Monty",72,"Madaris","Monty Madaris","WR",NA,"nfl-monty-madaris",NA,"6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"5960","8b038274-f4d6-493c-bea9-9bfacd218e9e","1993-08-16","Tre",72,"Madden","Tre Madden","RB",NA,"nfl-tre-madden","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"5976","cabf16ff-8eb3-4835-b12e-263508969a25","1991-10-01","Josh",71,"Magee","Josh Magee","WR",NA,"nfl-josh-magee",NA,"c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"5977","e256240a-9e8b-4c18-8751-c1272470a544","1993-03-16","Terrance",69,"Magee","Terrance Magee","RB",435000,"nfl-terrence-magee","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"5990","55e7075a-d3d9-42d3-96a3-281546a504a9","1995-09-17","Patrick",75,"Mahomes","Patrick Mahomes II","QB",NA,"nfl-patrick-mahomes",NA,"3a857729-4c8c-4dde-9cad-359cab5990de"
"6001","7e6a8694-c6bd-4bc5-92ac-489718572732","1993-07-22","Ryan",76,"Malleck","Ryan Malleck","TE",NA,"nfl-ryan-malleck","05da6032-e719-4daf-8e6a-95a440e448ea","15cdbc22-7b1e-4012-a731-987ca52e3c05"
"6002","52e796b9-53e2-4d28-a43e-77bd7ef7f9e2","1986-05-13","Martell",72,"Mallett","Martell Mallett","RB",NA,"nfl-martell-mallett","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"6003","93cfaa8a-aacc-46b3-8f20-90f6d2100675","1988-06-05","Ryan",78,"Mallett","Ryan Mallett","QB",3187500,"nfl-ryan-mallett","bca0ee16-51ba-4a18-9b2b-57412b101677","15cdbc22-7b1e-4012-a731-987ca52e3c05"
"6006","8eabea6e-aeb0-4103-b47f-bb9c66085d1d","1996-03-21","Josh",75,"Malone","Josh Malone","WR",NA,"nfl-josh-malone",NA,"6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"6020","7dcb6cae-8ba1-443c-84f0-cab88d6f3233","1973-08-15","Kris",76,"Mangum","Kris Mangum","TE",NA,"nfl-kris-mangum","05da6032-e719-4daf-8e6a-95a440e448ea","767f5024-184b-434b-9e52-90bb4375ca84"
"6022","c9a96087-0259-40af-b75d-2097de501607","1992-04-10","Chris",78,"Manhertz","Chris Manhertz","TE",0,"nfl-chris-manhertz","05da6032-e719-4daf-8e6a-95a440e448ea","767f5024-184b-434b-9e52-90bb4375ca84"
"6028","de9eb738-9ca4-4e59-87ff-45dda443ae58","1981-01-03","Eli",76,"Manning","Eli Manning","QB",14450000,"nfl-eli-manning","bca0ee16-51ba-4a18-9b2b-57412b101677","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"6029","ab9bc4fd-a14b-4e99-bfc1-d74e00a8b33d","1976-03-24","Peyton",77,"Manning","Peyton Manning","QB",17500000,"nfl-peyton-manning","bca0ee16-51ba-4a18-9b2b-57412b101677","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"6036","94327b77-8d54-4102-9af8-c82e7bf83178","1992-04-25","Sean",78,"Mannion","Sean Mannion","QB",591449,"nfl-sean-mannion","bca0ee16-51ba-4a18-9b2b-57412b101677","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"6040","cf66cff8-a0a0-4b37-810f-a24886d6ffeb","1990-03-19","EJ",76,"Manuel","EJ Manuel","QB",2423264,"nfl-ej-manuel","bca0ee16-51ba-4a18-9b2b-57412b101677","bf836ba5-77d0-4125-aa8a-ab785705eb29"
"6042","d05c1b30-579f-4cfc-abf4-9556786316e0","1980-01-04","Brandon",74,"Manumaleuna","Brandon Manumaleuna","TE",NA,"nfl-brandon-manumaleuna","05da6032-e719-4daf-8e6a-95a440e448ea","009ff336-845b-411b-8ee5-9b3089e99398"
"6046","6cde021f-a69c-400e-8d9b-14340b70268b","1992-12-06","Johnny",72,"Manziel","Johnny Manziel","QB",1874681,"nfl-johnny-manziel","bca0ee16-51ba-4a18-9b2b-57412b101677","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"6055","d2a1290b-7702-4ddf-a195-dad5e1d17edd","1987-05-02","Marc",73,"Mariani","Marc Mariani","WR",660000,"nfl-marc-mariani","4934c69f-7843-4bab-97e8-8dc941a2a226","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"6058","dfbcd57b-b9e9-4ec9-9ddf-06adbaf6a931","1993-10-30","Marcus",76,"Mariota","Marcus Mariota","QB",4402541,"nfl-marcus-mariota","bca0ee16-51ba-4a18-9b2b-57412b101677","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"6060","a94697a0-f3ba-4e34-998c-4cf99a295e0c",NA,"Gabe",71,"Marks","Gabe Marks","WR",NA,"nfl-gabe-marks",NA,"8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"6070","237c4ed7-4330-43b6-94dc-19f59ce0da8b","1992-12-14","Bradley",70,"Marquez","Bradley Marquez","WR",437166,"nfl-bradley-marquez","4934c69f-7843-4bab-97e8-8dc941a2a226","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"6074","32c866ca-9e77-483a-92ad-be1c6a68953e","1984-03-23","Brandon",76,"Marshall","Brandon Marshall","WR",NA,"nfl-brandon-marshall-54564889-a4eb-483a-ad04-0dffbfbfba9d",NA,"47b8904b-4d56-481a-ab06-6e56dfe59f78"
"6076","add09d84-9f6a-421f-af12-8374b8a32202","1989-09-10","Brandon",73,"Marshall","Brandon Marshall","WR",9000000,"nfl-brandon-marshall","4934c69f-7843-4bab-97e8-8dc941a2a226","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"6077","73510506-c219-4d1b-9fcd-b0b27ef3ae45","1994-02-13","Byron",69,"Marshall","Byron Marshall","RB",NA,"nfl-byron-marshall","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","9990f062-0d8d-4dbf-82cc-73f3d5dfe532"
"6078","54116752-186c-44b8-bd74-374691a22f6c","1991-10-14","Cameron",69,"Marshall","Cameron Marshall","RB",NA,"cameron-marshall",NA,"0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"6081","1e5ee448-2857-482a-95a0-18e83106cac0","1995-07-21","Jalin",70,"Marshall","Jalin Marshall","WR",NA,"nfl-jalin-marshall","4934c69f-7843-4bab-97e8-8dc941a2a226","8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
